Index,Speech,ThemeLabel
3290,долг сказал,7
1313,алло карту карту заблокировать,2
609,интересуют часы работы офиса пеший улица сорок шесть получение кредита,0
9209,платежу,18
11290,узнать кредиту,24
2774,кричи действующей кредит,5
6245,девушка сайте одобрение кредит тридцать пять двести пишет,10
849,график работы банка праге блок,0
12700,сколько процентов,29
6766,валютный контроль город екатеринбург,14
5461,утром пяти,10
7376,карту нашла виза,18
9065,дорожные заплатила,18
11995,получение кредита интересует,24
9300,узнать баланс моей карте,18
4942,карта,9
8002,смска пришла телефон хотела узнать,18
10887,хочу заблокировать карту потеряла карту,23
4010,соедините технической поддержкой,8
11018,оформлена заявка кредит,24
8140,положила деньги сегодня депозит э карточку списали кредит,18
4737,счета карте,9
1805,этому телефону звонили несколько минут назад,3
4395,интересует обслуживание карты,9
4320,карта,9
8675,могу заплатить кредит,18
7811,интересно хочу оплатить интересует,18
12482,здравствуйте интересует подключение телефон смс оповещение,27
3503,хочу подключить интернет банк,8
10646,переводы платежных поручений,22
1572,звонили пять минут назад,3
4099,интересует добрый день поводу банк клиента вопрос банк клиентом,8
3594,работа интернет банка,8
9026,пришло сообщение вашего банка одобрению кредит кодом,18
2256,вкладам максимально,4
11431,взять кредит взять,24
6769,белгородская валюта,14
2748,правильно сказать действующим кредиту нужно задать вопрос,5
10659,нужно провести провести платежном поручении,22
4459,билет,9
1491,звоню вчера звонили курс ой валентина александр сказали денежку взять,3
9060,закрыто монеты карта,18
5112,узнать,9
8593,пришел код кредит,18
7966,интересует пин предварительное заявка ичков,18
3435,алло аккредитив,8
7707,лимит карт,18
9901,оператора,21
7698,интересует вопрос поводу оплаты,18
1712,звонили сотовый телефон смогла ответить поэтому решила перезвонить,3
2296,деньги,4
2782,платеж кредиту,5
1360,блокировать,2
6859,курс,14
5208,нужен кредит,10
2361,кредит,5
11525,хотел узнать можем сбербанк оплатить кредит,24
13115,нужна вашем банке активации расчетный счет,32
4037,интернет банк выписка,8
2822,вопрос плате оплате кредита,5
1609,поступать звонке вашего банка знаю причине алло,3
1730,вообще интересует интересует телефон интересует почему звонок,3
3225,задолженность,7
1259,пере кредита акции,1
2124,существующим вклада,4
312,находится банк городе самаре,0
7731,алло здравствуйте скажите пополнила счет телефоне,18
8802,здравствуйте интересует платеж физ лица,18
1174,скольки операционный день,0
513,хотел узнать какие нужны документы адрес филиала,0
11629,получается хочу взять автокредит,24
10230,хотел поговорить специалистом города барнаула,21
9623,процент вкладам года,20
2431,платеж,5
3985,алло техническая поддержка,8
11683,взять займа,24
9990,консультация оператора,21
2239,обслуживание вкладов,4
11956,кредит получение кредит,24
4889,роль,9
6648,покупка долларов менделеева сто тридцать семь,12
9090,могу оплатить карте оплата продукцию интернет магазине,18
12477,здравствуйте,27
1873,сегодня звонили,3
8819,кэшбэк,18
190,находитесь европе,0
458,интересует банк москве работает,0
6782,курс золота,14
1377,говорю звонок телефона номер,3
1099,узнать наличие продажа долларов сша,0
9109,снять наличные деньги,18
3797,интернет банк,8
1303,хотел заблокировать карту,2
7060,банкомат зажевал карту,16
7417,интересует пополнение моей пенсионный карточки пенсии которым,18
5262,положить пополнить банка россии кредит оформляется выдача фис,10
6203,кредит,10
10128,нужно пообщаться оператором,21
6548,курс доллара сегодня,12
10533,соединение специалистом,21
4727,пусть,9
2241,вопрос депозиту,4
3769,техподдержка банка онлайн,8
4669,заработная карточку,9
12189,поводу кредита пишет рекламы даете дает пенсионерам кредит узнать,24
5819,ипотечное кредитование,10
2865,досрочное погашение кредита,5
447,интересе адрес,0
9538,спросил хочу открыть вклад,20
9483,кредитной карте,19
10914,получение получение кредита,24
8009,положить баланс деньги карты,18
3052,пришла смска перевод пошел кому деньги,6
4246,пять,9
1023,отделений,0
8549,здравствуйте получить вчера произвела платеж сегодня звонок задолженность кем могу карточки говорить город екатеринбург,18
8185,нужно дней время регистрации другого региона,18
986,время работы участок поз двадцать,0
11418,алло насчет кредита хотел узнать,24
448,застряли деньги банк прием лубки,0
452,информация филиала,0
8806,сколько комиссия оплате картой,18
4824,ждать вообще ждать карточки,9
12321,вопрос поводу терминал,25
1767,входящий вызов залог номер,3
7315,отозвать платеж,18
7065,банкомат забрал день,16
426,интересует офис,0
11798,хотела услышать информацию писала заявление закрытии кредитного соглашений,24
4062,техподдержка здравствуйте,8
10831,нужно настроить картами поменять наименование клиента английского русский,23
8797,оплата банковской карте,18
8873,прошла оплата терминалу,18
6917,доступ мобильному банку,15
9578,процентов вклада,20
3812,вопрос интернет банку юридических лиц,8
8815,платежка интересует,18
2054,рублевый вклады,4
1871,вопрос звонили,3
7655,утром сегодня перевела деньги счет дошли почему,18
586,конкретно отделении чайковского семьдесят пять интересует,0
7670,перечисление карты,18
8330,автоответчик интересует почему могу своей карты заплатить международной покупку интернете,18
10290,связаться специалистом,21
10524,оператор тарифы,21
6420,кредитная карточка,11
9790,связаться специалистом банка,21
86,соединение отделении,0
9543,открыть вклад открыть,20
221,аппарата,0
6520,город доллар,12
8788,счетам оплаты,18
4158,хочу получить банковскую гарантию сделать,8
11779,подавал заявку кредит пришел,24
11106,получения кредита приходить банке подскажите ваш код,24
9805,алло поговорить специалистом кем,21
12446,здравствуйте нужно позвонить банк город нефтеюганск,27
11858,получать получения кредита,24
11373,оформить кредит,24
5391,оказалось сумма меньше счету,10
1999,обслуживание вклада,4
3953,поводу пароля,8
5115,перевод десять карту течение какого времени производит,9
3783,техподдержка алло,8
11880,хотел отменить заявку кредит,24
2094,правления,4
11341,подавала заявку кредит пришла смска перезвоню,24
12533,здравствуйте интересует,27
5171,потребительский кредит,10
7107,действующих вклад,17
3065,денежный перевод контракт,6
7185,интересует текущие счета текущих года,17
4301,карт,9
2830,платеж,5
12755,расчетно кассовое обслуживание юридических лиц,30
1681,алло поставил вызов удержание,3
4780,карты,9
4096,развития онлайн банк,8
10967,хотел ой,24
1992,снятие денег вклада,4
10335,нужно ответа оператора,21
1400,звонили,3
11029,хочу посмотреть остаток задолженности своему кредиту,24
3822,восстановить пароль интернет банк мае,8
9110,снять наличные карты наличные деньги счета,18
9996,специалист спец алло алло,21
6596,доллар,12
2864,вопрос действиям вопрос действующим кредит,5
7098,пополнение вклада,17
8281,оплатил,18
6480,кредитная карта,11
73,пришло сообщение нужно подойти отделении вашего банка показать семь,0
1013,узнать работает завтра банкоматы,0
13253,проспект победы восемьдесят юридические лица обслуживание,35
5210,кредитному договору,10
11633,здравствуйте интересует оформление кредита,24
3885,ставки банковским гарантиям кем переговорить,8
5272,кредиту кредиту кредиту,10
10218,оператором хочу поговорить,21
9236,восстановить пин код карты который забыла,18
1663,сами звонили,3
660,аппарат абонентом подключен находится зоны действий сети,0
11977,оформление оформление кредита,24
10748,получение новой карточки,23
7602,узнать минимальный платеж тринадцатого числа,18
7939,нужно сделать перенесен платежа,18
7875,оплата москву,18
7690,поступление денег дону карточку сорок ноль восемьдесят пятьдесят ноль ноль тридцать девять четыре ноль пять,18
2233,снять вклад,4
7265,тысячи код,18
9865,интересует связать оператором нужно,21
13240,обслуживание юридических лиц,35
7206,пролонгация договора,17
9624,депозит депозитный вклад хочу сделать хочу узнать сколько проценты сегодня частных вкладчиков,20
6393,сроки,10
12125,узнать решение банка ко,24
9862,соединиться менеджером,21
10637,оформление платежном поручении,22
620,часы работы,0
12197,получение кредит течение кредита,24
5480,тыщ число,10
8824,интересует код дэ секьюри действующей карте,18
8393,узнать поводу пополнение карты,18
5764,кредита,10
13300,корпоративной карты,35
11861,хочу купить хочу взять кредит,24
976,снятие наличных банкомате,0
214,интересуют банкоматы ближайшие казани звоню заплатить,0
8542,активировать,18
5859,кредиту,10
7663,пришла счету алло,18
9014,возьмите почему карта,18
8708,интересует статус платежа,18
1404,пропущенный вызов,3
12456,алло алло девушка доброе утро,27
8386,платежки карточку могу перевести деньги банка,18
3300,э задолженность,7
2476,самое заплатить кредит,5
2771,действующей кредита немножко стал хотела погасить,5
12639,интересует получению кредитных карт,28
3937,алло интернет банк могу войти добрый день,8
5821,могу поговорить,10
1662,пропущенный звонок,3
8586,вопрос карт карта вводите потеряна карта,18
4841,интересует карта дебетовая,9
2642,дело досрочное гашение,5
3915,техподдержка физических лиц,8
7750,здравствуйте интересует оплачивала,18
12796,подавал заявку открытие расчетного счета,31
3091,поводу транзакции нужно перевести деньги станут доллары,6
937,точно адрес адрес,0
5926,интересует поводу кредита пришло смс сообщение,10
4156,здравствуйте техподдержка,8
13075,написали неправильно реквизиты,32
5396,пять,10
5056,снятие денежных средств,9
7310,заплачу,18
158,режим работы банка,0
6785,фунт стерлингов,14
7832,сняла деньги деньги смска пришла телефон деньги сняты,18
1927,звонок ареста,3
13237,перевод счет юрлица,35
5857,ежемесячно,10
2958,вопрос действующему,5
9992,телефон операциониста телефон операциониста который находится городе уфе семьдесят восемь,21
503,находится рублях,0
12953,расчетного счета,31
7759,лимит превышен,18
3284,нам нужна сравните истек ключа сдавать,7
11747,получения кредита,24
11368,пришла смска получение кредита,24
6385,пришло предложений,10
1307,интересует заблокировать карту,2
6074,интересует кредит ип,10
738,адрес банка интересует городе екатеринбурге,0
6626,приехать купить доллар,12
6948,алло интересует сбой банкомата такое нужно поговорить вашим банком алло хотел деньги получить номер пять тысяч выдал,16
9172,действующей карте могу оплатить интернет,18
9088,интересует снять наличных,18
10934,информация кредиту банкомат,24
760,хотела узнать э э филиалы урал банка москве,0
1646,звонили,3
3708,узнать пароль,8
8677,разблокировать счет,18
3575,получение пароля,8
9617,открытие вклада,20
4070,могу войти свой личный кабинет,8
5433,отражению кредит,10
10670,получение оформленные карты,23
4904,здравствуйте доступа моей карты,9
3589,пароль,8
7989,баланс карты нам нужно узнать,18
3685,интересует сорок пять интернет банк,8
12957,информация открытом счете,31
4741,узнать карту,9
11931,получение кредита алло,24
538,нужен телефон операционного офиса ульяновский филиал пермский кб пиар,0
12603,алло здравствуйте интересует могу написать свой счет дели,27
7541,действующей,18
2997,перевод денежных,6
8477,хочу узнать баланс карте,18
229,нужно филиал городе ростовской узнать,0
10449,связаться оператором,21
6451,скажите пожалуйста перестали приходить смс оповещения операциях кредитной карте,11
2549,брала вашего банка никаких кредитов вопрос почему ожидается,5
6708,обмен валюты,14
9456,продлить кредитную карту рублей,19
2089,интересно смогу свой вклад,4
6597,подскажите пожалуйста сколько курс валют доллар нужно данный момент,12
10375,теме оператора,21
4170,сети интернет банк,8
12292,пост терминала,25
13045,открытие счета малому,31
8710,платежи расчетный счет юридическое лицо,18
1410,э звонили этому номеру перезвоню,3
6344,интересует персональное предложение кредиту,10
8928,хотела узнать последние месяцев платежка,18
5639,нужен кредит,10
9883,соедините менеджером,21
10643,платежном поручении подтвердить,22
7954,вопрос карте,18
1001,отделение город санкт петербург,0
7218,заказать деньги алло деньги заказать деньги,17
10562,кредит оператора,21
6405,получилось сегодня,11
10384,хотел связаться вашим оператором,21
12681,получение кредитной карты,28
790,телефон филиала куйбышева девяносто пять городе каким городе,0
4963,карточки,9
13243,опросный лист анкета юридического лица,35
177,здравствуйте интересует закрытие дня вчера выдавал ошибку сегодня могу работа аппарата,0
7399,пришел код,18
2636,платеж действующим кредиту кредита соединиться оператора,5
1417,звонили номер телефона,3
7694,тур получить,18
198,скажу адрес телефон,0
1092,найти,0
9468,девушка кредит,19
4001,интересует техподдержка системе удаленного доступа,8
10684,получить карту получил,23
13051,открытие счета юрлиц,31
7322,кредит платил карте знаю,18
3302,узнать погасить задолженность,7
994,ближайшее отделение вашего банка,0
12192,узнать кредит общего,24
6113,счет кредиту,10
5199,кредита,10
8373,вопрос платежа,18
667,пожаловаться отделение работы вашего банка,0
12616,алло здравствуйте списались получения,27
5665,кредит часа,10
10049,нужен оператор нужен,21
11876,получение выйдет,24
2378,самое интересует погашение кредита дело пришла,5
12621,здравствуйте хочу узнать г работаете,27
6555,доллара доллара,12
5408,алло вашем банке предоставляется ипотечный кредит,10
10199,сотрудником,21
2539,вопрос поступление денежных средств кредиту,5
6536,курс доллара сегодня четырнадцатый февраля,12
8664,действующей карте,18
1851,звонил ко домой погасил оформила кредит кредит нужен,3
2049,интересу вклады,4
5264,отправить письмо просьбой кредитных шестьдесят дней,10
3861,хочу узнать интернет пароль совершить покупку,8
4998,пять пять общем,9
1423,звоните пожалуйста каждый день звонку,3
3905,могу войти личный кабинет могу войти личный кабинет,8
1962,знаю звонили раза хотела узнать какому поводу,3
8591,лимите картам,18
1530,звонок,3
3931,новострой пароль входа интернет банк,8
10736,здравствуйте скажите пожалуйста получить новую карточку заказывал сторон сдавать собой приносить,23
3810,ваш разговор продолжен пожалуйста оставайтесь линии якобы лицензий кассе налоговом давай,8
7371,лимит операций,18
3119,узнать информацию задолженности,7
11248,гк заявки кредит,24
5145,ой знаете ждите должен долго анкета заявление двести двадцать четыре пятьсот девяносто восемь,9
12886,открыть счет ип,31
12902,расчетные счета,31
573,алло интересует находится банк подъехать,0
133,банкомате,0
5774,поговорю кредит,10
6271,банк,10
11495,хочу хочу,24
968,некорректно работа банкоматов,0
5457,какие документы нужно,10
7680,делись деньги переведены карточки дошли место,18
4541,зенит,9
10737,алло девушка хотела обещали сделать карты,23
9672,открытие вклада интересует снова,20
6356,здравствуйте интересует нету проста счет кредитования пенсионеров,10
712,находитесь узнать каком помещений,0
8932,интересует срок действия моей карты,18
10488,оператор оператор оператор,21
5749,течение кредита,10
2957,график платежей кредиту,5
4390,банк,9
3513,могу распечатать платежного поручения клиент банк,8
664,неисправной банкомата,0
8660,разблокировка аккаунт,18
13029,тарифы расчетного счета,31
9102,код двести девяносто восемь сорок девять сто восемьдесят восемь,18
4883,дебетовой карты,9
10024,соедините специалистом,21
49,снятие наличных банкомата гастроном банка комиссией,0
1380,пропущенный звонок сайте,3
2429,интересует вопрос сколько действует положительный решении банка ипотеке,5
7798,потеряла карточку девушка ответьте,18
11932,хотел взять кредит,24
12054,кредит хотел,24
12067,кредиты пенсионеров наличных,24
7425,интересует баланс карты моего мужа,18
7197,действующих вклада,17
2528,кредит кредит,5
730,интересует адрес ближайшего отделения банка,0
7333,оплата интернет,18
10693,потеряла карточку хотела узнать восстановить карточку,23
2131,положить евро вклад,4
12842,информация расчетного счета,31
8561,алло смогла получить деньги банкомате пришла смс полученных сняты,18
1306,вопрос клиент банку пишет аккаунт заблокирован,2
2214,ставка рублевый вклады,4
2338,нужно снять вклад снять свой вклад,4
12,отделение,0
7793,проблема оплатой карте,18
551,адреса филиалов вашего банка город омск,0
2052,условия вклада накопительный,4
10866,кончается срок феврале месяце,23
6330,операции кредиту,10
1669,звонок,3
6433,дали,11
12449,алло добрый день девушка кредита одобрять просто могла состоянии здоровья подъехать,27
1335,блокировка счета,2
4590,отказ карты отказ карты,9
6873,курсы валют вологде,14
10882,зачисление карту,23
12526,алло здравствуйте поводу кредита,27
9568,открытие вклад,20
3032,тарифы перевод денежных средств,6
8433,заправке оплатила карты,18
8432,автомат карте,18
2707,досрочное гашение,5
7432,оплата обучения,18
8911,потеряла карту вернее программе кошелек прошлом году получается шестнадцать,18
4302,карт карточке банк,9
9200,текущий карты,18
4891,поводу карт,9
1420,метро звонок,3
8406,проведение платежа,18
12366,связи интернета работает терминал хотим узнать причину,25
5435,здравствуйте кредит,10
3,адреса офисов,0
4496,интересует банковская карта,9
10194,консультация мили,21
6295,помощь кредиту,10
10152,хочу связаться специалистом,21
1087,филиал банка улице,0
9257,лимит карты закончился тысячи восемнадцатого года году хочу поменять карточку,18
5179,предлагали кредит,10
9713,соедините консультант,21
10110,нужно связаться оператором вашего банка,21
1713,звонок успела прочитать нажала,3
5747,тринадцатого,10
7222,хотела деньги заказать,17
11119,пришла смска кодом получения кредита,24
7207,хочу заказать деньги,17
5311,кредит,10
4648,тур,9
6577,курс доллара сегодня продажа,12
9783,говорить сотрудником,21
2618,действующим кредиту день,5
6763,кредит франк,14
6469,кредитной карте алло,11
939,график работы,0
11407,хотел узнать кредиту,24
5670,кредит,10
1353,хочу заблокировать,2
11682,хотели,24
3607,логин пароль интернет банк,8
11675,хотела году кредит,24
7640,заблокирована карта,18
12403,интересует претензии списанию комиссии,26
2452,вопрос действующим кредитов,5
6620,купить доллар,12
12490,здравствуйте интересует,27
7419,действующей карте действующих карта которую пополняется пенсии,18
12587,ой здравствуйте,27
1159,режим работы самара,0
1780,позвонили,3
7683,разблокировать карту,18
351,ближайшие адрес,0
12716,вашем банке хотела снять проценты возможно сегодня,29
2928,вопрос моему кредиту,5
6087,скимминг билет кредит,10
5160,карточке минус хочу знать почему,9
6402,интересует кредитные карты,11
12460,здравствуйте,27
7789,поводу карточки списали финансов,18
3046,хотела узнать перевели денег деньги мою карточку,6
12405,отдайте претензии,26
958,находится банк саратове ваш организации,0
3418,хочу узнать истекает срок счет,7
8899,платежки провести контроль банка,18
12540,здравствуйте,27
11340,хотела проконсультироваться поводу кредита,24
8113,сделать нужно отозвать платеж счету банк,18
4039,интересует информация кабинет,8
11770,интересует оформление кредита,24
11623,нужно узнать э э справку получении погашении кредита,24
3345,нужно узнать ищем задолженность карте,7
2564,действующим,5
13201,прислали заказ письмо справочка доходах физического лица хотел узнать такое,33
9969,оператора давай,21
1243,интересует адрес центрального отделения,0
4561,кем,9
11393,поводу кредита хотел узнать,24
9679,хотела узнать процентную ставку доллары заканчивается срок вклада,20
6088,почему должна,10
10671,перевыпуск карты зарплатной,23
9311,можем заплатить кредит терминал работы,18
8418,интересует пришла пришла банк код алло,18
12271,хотел оформить кредит вашем банке,24
7198,заказать сумму снятия,17
5277,кредиту онлайн,10
3267,интересует задолженность кредиту,7
6112,кредит,10
4087,онлайн банк,8
7509,лимит карты,18
320,адрес банка улице торги,0
5477,кредиту,10
10127,интересует оператор банка,21
3478,поменять номер телефона личном кабинете,8
7716,платежа,18
6235,кредитные программы,10
2952,здравствуйте отправлял сегодня днем две платежа,5
4497,деньги,9
4041,интересует создать создать работы интернет банк,8
8144,карту перечислили заработную плату,18
9902,хочу пообщаться сотрудниками банка,21
5230,кредита,10
9002,отказ оплате карте,18
4763,могу картой снять,9
6180,интересует ставка,10
11123,делал заявку кредит лайн,24
3582,здравствуйте интересует восстановление пароля интернет банку,8
10163,звонок оператора,21
2602,узнать досрочном погашении,5
12710,хотел узнать процентную ставку банка,29
11523,нужно узнать сколько осталось долгу кредит,24
8036,действующей карта лимит карты,18
11428,дала заявку кредит,24
5808,номер прошел вашим никакой кредит,10
3103,задолженность кредиту задолжность кредитам,7
8759,почему пишет превышен лимит,18
67,интересует расписание банка город уфа улица плата,0
744,адрес отправки корреспондентской,0
4759,интернет,9
5482,алло,10
2314,вклад депозиту,4
12580,здравствуйте,27
9091,интересует изменить пин-код карточки,18
9906,хочу консультации,21
12315,пос терминал,25
7521,кредит пин пенсионный пенсионерам,18
6742,алло вклад валюты,14
9368,знаю сформулировать давайте обслуживание кредитных карт нем,19
9605,вклад мобильный открыла,20
8473,остаток баланса карте,18
10784,сделать карточку,23
985,часы работы офиса торгово двадцать девять алло,0
9789,хочу поговорить специалистом,21
11254,хотела сделать заявку кредит,24
7629,нужно заявление написать оплачено долгу счету,18
10054,соедините оператором,21
630,находится,0
9590,процент вкладу доходности,20
3211,узнать задолженность карте,7
6246,алло алло,10
5769,алло интересует потребительский кредит,10
10534,нужно пообщаться оператор,21
10910,какие документы нужны подачи заявки кредит,24
9937,оператором соедините,21
1708,звонок,3
12837,лицевой черты расчетный счет,31
13236,юридические лица,35
808,адрес подскажите пожалуйста перми банка,0
7364,сегодня пришла смска поводу переведены денег карту,18
1889,вызов алло позвонили пропущенный алло,3
8887,карточка возвращает,18
2063,вклад мобильный интересует,4
9010,операции карте,18
11492,кредит получить,24
2202,вкладу узнать,4
141,филиала банка,0
3877,забыл логин входа клиент банк,8
678,связаться офисом видимо нина,0
1786,ленте позвонили телефон,3
5603,формат,10
8652,восстановить пин код кар,18
11213,хочу взять кредит хочу взять кредит,24
1908,работе звонок,3
5759,рус кредиту,10
1381,несколько звонили этому,3
6973,банкомат карточку зажевало,16
12514,подключенных здравствуйте узнать хотел ваш счет банка,27
12080,взять кредит хотела,24
4637,карту,9
9692,открыть вклад вашем банке год рублях,20
12640,кредитную карту оформить,28
4927,карточку,9
8934,списаны средства моей зарплатной карты узнать почему,18
3652,консультация телебанку,8
3438,забыл пароль,8
3920,неверно пароль сказала сменить пароль,8
6979,оставил карту банкомате,16
4702,карты,9
8167,прислали зарплата мою карту,18
10578,скажите пожалуйста здравствуйте соединить оператором алло поводу кредита поговорить,21
4461,счет карте,9
5815,интересует кредит восемь линии,10
6475,карта кредитная,11
6318,кредите отказала,10
5766,совершенно верно,10
1196,дополнительный офис,0
12961,оставлял девушка закрытии счета ип,31
4972,имеет карты,9
10011,нужно связаться оператором,21
2109,интересует ставка вклад накопительный плюс год,4
6507,действующей кредитная карта,11
13159,интересует информация реквизитах банка котором счет вопросы реквизитам,32
7960,могу рассчитаться код карты,18
925,курс доллара сегодня купить кемерово,0
4031,киевское поддержка нужно,8
6951,банкомате карту засунул банкомат работает нужно сделать,16
12695,процентная ставка,29
6153,поводу кредитования,10
6124,счет кредита,10
3143,общая задолженность,7
10668,открыть карту,23
6453,вопрос кредитной карте,11
12763,интересует вопрос открытие счета,31
2783,закрыть погашенной кредит,5
9354,хотела узнать информации насчет кредитной карты,19
6946,банкомат забрал карточку выдает обратно,16
12071,хотел подать заявку кредит,24
8318,проблема нему оплате кредита,18
8533,говорю сколько должен должен заплатить,18
3076,девушка здравствуйте отправляли интернету заявочку пришла смска одобрена прийти банк подскажите получить деньги скажи,6
11230,еду хотела узнать поступление денег кредит,24
8310,вчера оплатила автомате платеж,18
2045,алло вкладам,4
7543,разблокировать карточки,18
3169,отдел работе кредит алле интересует действующими просрочена мили дочь,7
1479,пропущенный вызов номера,3
5582,отправляю кредит,10
8148,вопрос текущим карте,18
5748,кредит,10
6258,банка брать кредита,10
5445,интересует алло интересует доходы кредит,10
1293,поводу блокировки карты,2
10835,изменить номер телефона привязана карта,23
4868,забыл карте имя,9
7766,уточнить ежемесячный платеж кредиту,18
6666,купить евро интересует,13
5695,кредит,10
12043,позвонила молчат нужно узнать пришли деньги кредит,24
370,нужно связаться отделением банка брусника,0
490,узнать адреса,0
8880,пришла смска карточке тысячи,18
705,отдел отделения банка,0
10415,оператором связаться,21
3037,процент перевод перевод денег одного счета,6
12785,расчетный счет,31
11343,решение заявке кредит наличными,24
6036,позвонить долго,10
12500,алло здравствуйте интересует ой эквайринг,27
1075,график работы банка алло те,0
12699,процентная ставка увеличивается каком основании хотела уточнить,29
1855,вопрос давало хотела улице оплата звонил открыла смотря позвонил переводила,3
8411,платеж проходит,18
6457,можем,11
1471,знаю звонил этому номеру,3
9531,вклад вклад вклад,20
9355,хотел узнать информацию кредитным картам процент лимит годовое обслуживание,19
4409,своей карте,9
2856,остаток кредитному договору,5
1247,положить банкоматах альфабанка деньги,0
5890,кредитной,10
2645,нужно сумма задолженности досрочного погашения кредита,5
4847,знаю,9
3391,реструктуризация э кредиту,7
6298,забыла кредиту,10
3766,интернет банк работы,8
8174,действующей картам вопрос,18
12739,здравствуйте узнать насчет процентные ставки,29
5911,автокредитование,10
8341,перезвонил связи телефон поступила звонок,18
10652,окно платежное поручение,22
8699,алло добрый день денежку телефон добраться,18
9619,процентов вклад,20
9536,открыть вклада,20
3306,задолжность вчера банке,7
6881,мобильный банк,15
3525,служба техподдержки,8
9131,просто текущий карт,18
12799,хотела узнать расчетный счет,31
11083,интересует какие документы нужно предоставить банк взять кредит,24
11476,хочу,24
913,офис оренбурге,0
8091,снять остаток карте,18
9803,автомат говорит живой человек соедините пожалуйста,21
12481,здравствуйте интересует подключение смс оповещения,27
9555,нужно узнать снимать проценты вкладу,20
12302,интересует работа э терминала терминал работает вашего банка,25
10950,взять кредит,24
10256,менее оператор,21
2817,действующим кредит десять,5
11322,какие взять кредит,24
10861,пришли денежный,23
6992,извините пожалуйста сегодня карточка сегодня карточка застряла банкомате,16
2566,платеж платеж кредиту действующему,5
4256,слышно алло,9
10486,чаще оператор,21
13232,отдел эквайринга,34
622,кому обращаться,0
10108,соединить специалистом,21
11237,узнать расчетный счет счет своего кредитного договора,24
1287,нужно заблокировать карту,2
5313,заявочку кредит подать,10
10990,деньги дошли просто хотел,24
